timestamp,memUsage,memUsageRatio,connections
2023-08-02 11:49:31,334636,2.9000000000000004,1
2023-08-02 11:49:41,335360,2.9000000000000004,1
2023-08-02 11:49:51,335440,2.9000000000000004,1
2023-08-02 11:50:01,335464,2.9000000000000004,1
2023-08-02 11:50:11,335588,2.9000000000000004,1
2023-08-02 11:50:21,335716,2.9000000000000004,1
2023-08-02 11:50:31,335648,2.9000000000000004,1
2023-08-02 11:50:41,335828,2.9000000000000004,1
2023-08-02 11:50:51,335664,2.9000000000000004,1
2023-08-02 11:51:01,335832,2.9000000000000004,1
2023-08-02 11:51:11,335748,2.9000000000000004,1
2023-08-02 11:51:21,335848,2.9000000000000004,1
2023-08-02 11:51:31,335836,2.9000000000000004,1
2023-08-02 11:51:41,335640,2.9000000000000004,1
2023-08-02 11:51:51,503768,4.2,1
2023-08-02 11:52:01,539112,4.599999999999998,1
2023-08-02 11:52:11,550024,4.799999999999998,1
2023-08-02 11:52:21,561100,4.899999999999998,1
2023-08-02 11:52:31,562620,4.899999999999998,1
2023-08-02 11:52:41,562912,4.899999999999998,1
2023-08-02 11:52:51,564304,4.899999999999998,1
2023-08-02 11:53:01,564444,4.899999999999998,1
2023-08-02 11:53:11,564692,4.899999999999998,1
2023-08-02 11:53:21,564916,4.899999999999998,1
2023-08-02 11:53:31,565116,4.899999999999998,1
2023-08-02 11:53:41,565768,4.899999999999998,1
2023-08-02 11:53:51,565944,4.899999999999998,1
2023-08-02 11:54:01,565988,4.899999999999998,1
2023-08-02 11:54:11,566324,4.899999999999998,1
2023-08-02 11:54:21,566608,4.899999999999998,1
2023-08-02 11:54:31,566532,4.899999999999998,1
2023-08-02 11:54:41,566720,4.899999999999998,1
2023-08-02 11:54:51,567008,4.899999999999998,1
2023-08-02 11:55:01,567060,4.899999999999998,1
2023-08-02 11:55:11,567372,4.899999999999998,1
2023-08-02 11:55:21,567624,4.899999999999998,1
2023-08-02 11:55:31,567796,4.899999999999998,2
2023-08-02 11:55:41,567988,4.899999999999998,1
2023-08-02 11:55:51,568272,4.999999999999998,1
2023-08-02 11:56:01,568308,4.999999999999998,1
2023-08-02 11:56:11,568504,4.999999999999998,1
2023-08-02 11:56:21,568588,4.999999999999998,1
2023-08-02 11:56:31,568836,4.999999999999998,2
2023-08-02 11:56:41,569044,4.999999999999998,1
2023-08-02 11:56:51,569332,4.999999999999998,1
2023-08-02 11:57:01,569544,4.999999999999998,1
2023-08-02 11:57:11,569712,4.999999999999998,1
2023-08-02 11:57:21,569904,4.999999999999998,1
2023-08-02 11:57:31,570040,4.999999999999998,1
2023-08-02 11:57:41,570308,4.999999999999998,1
2023-08-02 11:57:51,570316,4.999999999999998,1
2023-08-02 11:58:01,571848,4.999999999999998,1
2023-08-02 11:58:11,572012,4.999999999999998,1
2023-08-02 11:58:21,572016,4.999999999999998,1
2023-08-02 11:58:31,572196,4.999999999999998,1
2023-08-02 11:58:41,572452,4.999999999999998,1
2023-08-02 11:58:51,572620,4.999999999999998,1
2023-08-02 11:59:01,572760,4.999999999999998,1
2023-08-02 11:59:11,572824,4.999999999999998,1
2023-08-02 11:59:21,573108,4.999999999999998,1
2023-08-02 11:59:31,573324,4.999999999999998,1
2023-08-02 11:59:41,573192,4.999999999999998,1
2023-08-02 11:59:51,573480,4.999999999999998,1
2023-08-02 12:00:01,573560,4.999999999999998,1
2023-08-02 12:00:11,573836,4.999999999999998,1
2023-08-02 12:00:21,574120,4.999999999999998,1
2023-08-02 12:00:31,574088,4.999999999999998,1
2023-08-02 12:00:41,574352,4.999999999999998,1
2023-08-02 12:00:51,574572,4.999999999999998,1
2023-08-02 12:01:01,574600,4.999999999999998,1
2023-08-02 12:01:11,574780,4.999999999999998,2
2023-08-02 12:01:21,574856,4.999999999999998,1
2023-08-02 12:01:31,574952,4.999999999999998,1
2023-08-02 12:01:41,575172,4.999999999999998,1
2023-08-02 12:01:51,575244,4.999999999999998,2
2023-08-02 12:02:01,575440,4.999999999999998,1
2023-08-02 12:02:11,575588,4.999999999999998,1
2023-08-02 12:02:21,575660,4.999999999999998,1
2023-08-02 12:02:31,575676,4.999999999999998,1
2023-08-02 12:02:41,575720,4.999999999999998,1
2023-08-02 12:02:51,575744,4.999999999999998,1
2023-08-02 12:03:01,575996,4.999999999999998,1
2023-08-02 12:03:11,576148,4.999999999999998,1
2023-08-02 12:03:21,576300,4.999999999999998,1
2023-08-02 12:03:31,576456,4.999999999999998,2
2023-08-02 12:03:41,576428,4.999999999999998,2
2023-08-02 12:03:51,576604,4.999999999999998,1
2023-08-02 12:04:01,580084,4.999999999999998,1
2023-08-02 12:04:11,580136,4.999999999999998,1
2023-08-02 12:04:21,580384,4.999999999999998,1
2023-08-02 12:04:31,580948,4.999999999999998,3
2023-08-02 12:04:41,580520,4.999999999999998,1
2023-08-02 12:04:51,580560,4.999999999999998,1
2023-08-02 12:05:01,580460,4.999999999999998,1
2023-08-02 12:05:11,580564,4.999999999999998,1
2023-08-02 12:05:21,580600,4.999999999999998,1
2023-08-02 12:05:31,580664,4.999999999999998,1
2023-08-02 12:05:41,580836,4.999999999999998,1
2023-08-02 12:05:51,580680,4.999999999999998,1
2023-08-02 12:06:01,580704,4.999999999999998,1
2023-08-02 12:06:11,580876,4.999999999999998,1
2023-08-02 12:06:21,580780,4.999999999999998,1
2023-08-02 12:06:31,580828,4.999999999999998,1
2023-08-02 12:06:41,581036,4.999999999999998,1
2023-08-02 12:06:51,581088,4.999999999999998,1
2023-08-02 12:07:01,581244,4.999999999999998,1
2023-08-02 12:07:11,581172,4.999999999999998,1
2023-08-02 12:07:21,581428,5.099999999999999,1
2023-08-02 12:07:31,581568,5.099999999999999,1
2023-08-02 12:07:41,581652,5.099999999999999,1
2023-08-02 12:07:51,581640,5.099999999999999,1
2023-08-02 12:08:01,581836,5.099999999999999,1
2023-08-02 12:08:11,582196,5.099999999999999,1
2023-08-02 12:08:21,581964,5.099999999999999,1
2023-08-02 12:08:31,582420,5.099999999999999,1
2023-08-02 12:08:41,582236,5.099999999999999,1
2023-08-02 12:08:51,582552,5.099999999999999,1
2023-08-02 12:09:01,582352,5.099999999999999,1
2023-08-02 12:09:11,582524,5.099999999999999,1
2023-08-02 12:09:21,582724,5.099999999999999,1
2023-08-02 12:09:31,582876,5.099999999999999,1
2023-08-02 12:09:41,582820,5.099999999999999,1
2023-08-02 12:09:51,582944,5.099999999999999,1
2023-08-02 12:10:01,583016,5.099999999999999,1
2023-08-02 12:10:11,583184,5.099999999999999,1
2023-08-02 12:10:21,583244,5.099999999999999,1
2023-08-02 12:10:31,583296,5.099999999999999,1
2023-08-02 12:10:41,583496,5.099999999999999,1
2023-08-02 12:10:51,583572,5.099999999999999,1
2023-08-02 12:11:01,583732,5.099999999999999,1
2023-08-02 12:11:11,583860,5.099999999999999,1
2023-08-02 12:11:21,583732,5.099999999999999,1
2023-08-02 12:11:31,583860,5.099999999999999,1
2023-08-02 12:11:41,584096,5.099999999999999,1
2023-08-02 12:11:51,584092,5.099999999999999,1
2023-08-02 12:12:01,584156,5.099999999999999,1
2023-08-02 12:12:11,584160,5.099999999999999,1
2023-08-02 12:12:21,584248,5.099999999999999,1
2023-08-02 12:12:31,584216,5.099999999999999,1
2023-08-02 12:12:41,584256,5.099999999999999,1
2023-08-02 12:12:51,584264,5.099999999999999,1
2023-08-02 12:13:01,584236,5.099999999999999,1
2023-08-02 12:13:11,584324,5.099999999999999,1
2023-08-02 12:13:21,584360,5.099999999999999,1
2023-08-02 12:13:31,584320,5.099999999999999,1
2023-08-02 12:13:41,584452,5.099999999999999,1
2023-08-02 12:13:51,584552,5.099999999999999,1
2023-08-02 12:14:01,584512,5.099999999999999,1
2023-08-02 12:14:11,584536,5.099999999999999,1
2023-08-02 12:14:21,584516,5.099999999999999,1
2023-08-02 12:14:31,584972,5.099999999999999,1
2023-08-02 12:14:41,584948,5.099999999999999,1
2023-08-02 12:14:51,585020,5.099999999999999,1
2023-08-02 12:15:01,585032,5.099999999999999,1
2023-08-02 12:15:11,585048,5.099999999999999,1
2023-08-02 12:15:21,585412,5.099999999999999,1
2023-08-02 12:15:31,585172,5.099999999999999,1
2023-08-02 12:15:41,584948,5.099999999999999,1
2023-08-02 12:15:51,585428,5.099999999999999,1
2023-08-02 12:16:01,585292,5.099999999999999,1
2023-08-02 12:16:11,585480,5.099999999999999,1
2023-08-02 12:16:21,585316,5.099999999999999,1
2023-08-02 12:16:31,585324,5.099999999999999,1
2023-08-02 12:16:41,585612,5.099999999999999,1
2023-08-02 12:16:51,585344,5.099999999999999,1
2023-08-02 12:17:01,585436,5.099999999999999,1
2023-08-02 12:17:11,585340,5.099999999999999,1
2023-08-02 12:17:21,585592,5.099999999999999,1
2023-08-02 12:17:31,585496,5.099999999999999,1
2023-08-02 12:17:41,585500,5.099999999999999,1
2023-08-02 12:17:51,585572,5.099999999999999,1
2023-08-02 12:18:01,585472,5.099999999999999,1
2023-08-02 12:18:11,585580,5.099999999999999,1
2023-08-02 12:18:21,585544,5.099999999999999,1
2023-08-02 12:18:31,585460,5.099999999999999,1
2023-08-02 12:18:41,585568,5.099999999999999,1
