timestamp,pid,queryTime
2023-07-22 17:03:09,4761,0.004621028900146484
2023-07-22 17:04:09,4817,0.06432008743286133
2023-07-22 17:05:09,4873,0.05542802810668945
2023-07-22 17:06:09,4929,0.017468929290771484
2023-07-22 17:07:09,4985,0.028589963912963867
2023-07-22 17:08:09,5041,0.08582305908203125
2023-07-22 17:09:09,5097,0.010027885437011719
2023-07-22 17:10:09,5153,0.04758596420288086
2023-07-22 17:11:09,5209,0.11557197570800781
2023-07-22 17:12:09,5265,0.09135985374450684
2023-07-22 17:13:09,5321,0.05181288719177246
2023-07-22 17:14:09,5377,0.014176130294799805
2023-07-22 17:15:09,5433,0.19605612754821777
2023-07-22 17:16:09,5489,0.0026559829711914062
2023-07-22 17:17:09,5545,0.011246919631958008
2023-07-22 17:18:09,5601,0.13005495071411133
2023-07-22 17:19:09,5657,0.13003993034362793
2023-07-22 17:20:09,5713,0.0852360725402832
2023-07-22 17:21:09,5769,0.08796906471252441
2023-07-22 17:22:09,5826,0.048815011978149414
2023-07-22 17:23:09,5881,0.030159950256347656
2023-07-22 17:24:09,5941,0.019220829010009766
2023-07-22 17:25:09,5997,0.031468868255615234
2023-07-22 18:54:33,6410,0.01198887825012207
2023-07-22 18:55:13,6410,0.013862848281860352
2023-07-22 18:55:13,6475,0.4126927852630615
2023-07-22 18:58:13,6643,0.06039905548095703
2023-07-22 19:03:26,6724,0.002671957015991211
2023-07-22 19:03:47,6724,-0.0029218196868896484
2023-07-22 19:04:06,6724,-1.0180473327636719E-4
2023-07-22 19:04:16,6724,0.005424976348876953
2023-07-22 19:04:26,6724,0.0011570453643798828
2023-07-22 19:04:46,6724,0.0030689239501953125
2023-07-22 19:04:56,6724,0.003954172134399414
2023-07-22 19:05:06,6724,-5.602836608886719E-5
2023-07-22 19:05:16,6724,0.00156402587890625
2023-07-22 19:05:26,6724,0.005177974700927734
2023-07-22 19:05:36,6724,0.004891872406005859
2023-07-22 19:05:46,6724,0.0012240409851074219
2023-07-22 19:05:56,6724,7.295608520507812E-5
2023-07-22 19:06:06,6724,0.00401616096496582
2023-07-22 19:06:16,6724,6.690025329589844E-4
2023-07-22 19:06:26,6724,8.170604705810547E-4
2023-07-22 19:06:36,6724,0.0011968612670898438
2023-07-22 19:06:46,6724,0.0066318511962890625
2023-07-22 19:06:56,6724,8.606910705566406E-5
2023-07-22 19:07:06,6724,3.1948089599609375E-5
2023-07-22 19:07:16,6724,0.0015130043029785156
2023-07-22 19:07:26,6724,5.879402160644531E-4
2023-07-22 19:07:36,6724,0.0051059722900390625
